C:\Users\hp\Desktop\projects_git\self_driving_car\data\IMG\center_2021_01_01_22_58_39_803.jpg, C:\Users\hp\Desktop\projects_git\self_driving_car\data\IMG\left_2021_01_01_22_58_39_803.jpg, C:\Users\hp\Desktop\projects_git\self_driving_car\data\IMG\right_2021_01_01_22_58_39_803.jpg, 0, 0, 0, 8.194718E-05
C:\Users\hp\Desktop\projects_git\self_driving_car\data\IMG\center_2021_01_01_22_58_39_905.jpg, C:\Users\hp\Desktop\projects_git\self_driving_car\data\IMG\left_2021_01_01_22_58_39_905.jpg, C:\Users\hp\Desktop\projects_git\self_driving_car\data\IMG\right_2021_01_01_22_58_39_905.jpg, 0, 0, 0, 8.196529E-05
C:\Users\hp\Desktop\projects_git\self_driving_car\data\IMG\center_2021_01_01_22_58_40_005.jpg, C:\Users\hp\Desktop\projects_git\self_driving_car\data\IMG\left_2021_01_01_22_58_40_005.jpg, C:\Users\hp\Desktop\projects_git\self_driving_car\data\IMG\right_2021_01_01_22_58_40_005.jpg, 0, 0, 0, 8.196963E-05
C:\Users\hp\Desktop\projects_git\self_driving_car\data\IMG\center_2021_01_01_22_58_40_113.jpg, C:\Users\hp\Desktop\projects_git\self_driving_car\data\IMG\left_2021_01_01_22_58_40_113.jpg, C:\Users\hp\Desktop\projects_git\self_driving_car\data\IMG\right_2021_01_01_22_58_40_113.jpg, 0, 0, 0, 8.198866E-05
C:\Users\hp\Desktop\projects_git\self_driving_car\data\IMG\center_2021_01_01_22_58_40_217.jpg, C:\Users\hp\Desktop\projects_git\self_driving_car\data\IMG\left_2021_01_01_22_58_40_217.jpg, C:\Users\hp\Desktop\projects_git\self_driving_car\data\IMG\right_2021_01_01_22_58_40_217.jpg, 0, 0, 0, 8.200314E-05
C:\Users\hp\Desktop\projects_git\self_driving_car\data\IMG\center_2021_01_01_22_58_40_319.jpg, C:\Users\hp\Desktop\projects_git\self_driving_car\data\IMG\left_2021_01_01_22_58_40_319.jpg, C:\Users\hp\Desktop\projects_git\self_driving_car\data\IMG\right_2021_01_01_22_58_40_319.jpg, 0, 0, 0, 8.200834E-05
C:\Users\hp\Desktop\projects_git\self_driving_car\data\IMG\center_2021_01_01_22_58_40_422.jpg, C:\Users\hp\Desktop\projects_git\self_driving_car\data\IMG\left_2021_01_01_22_58_40_422.jpg, C:\Users\hp\Desktop\projects_git\self_driving_car\data\IMG\right_2021_01_01_22_58_40_422.jpg, 0, 0, 0, 8.196841E-05
C:\Users\hp\Desktop\projects_git\self_driving_car\data\IMG\center_2021_01_01_22_58_40_523.jpg, C:\Users\hp\Desktop\projects_git\self_driving_car\data\IMG\left_2021_01_01_22_58_40_523.jpg, C:\Users\hp\Desktop\projects_git\self_driving_car\data\IMG\right_2021_01_01_22_58_40_523.jpg, 0, 0.0899346, 0, 0.03101693
C:\Users\hp\Desktop\projects_git\self_driving_car\data\IMG\center_2021_01_01_22_58_40_626.jpg, C:\Users\hp\Desktop\projects_git\self_driving_car\data\IMG\left_2021_01_01_22_58_40_626.jpg, C:\Users\hp\Desktop\projects_git\self_driving_car\data\IMG\right_2021_01_01_22_58_40_626.jpg, 0, 0.3818631, 0, 0.4130632
C:\Users\hp\Desktop\projects_git\self_driving_car\data\IMG\center_2021_01_01_22_58_40_729.jpg, C:\Users\hp\Desktop\projects_git\self_driving_car\data\IMG\left_2021_01_01_22_58_40_729.jpg, C:\Users\hp\Desktop\projects_git\self_driving_car\data\IMG\right_2021_01_01_22_58_40_729.jpg, 0, 0.6807945, 0, 1.083115
C:\Users\hp\Desktop\projects_git\self_driving_car\data\IMG\center_2021_01_01_22_58_40_839.jpg, C:\Users\hp\Desktop\projects_git\self_driving_car\data\IMG\left_2021_01_01_22_58_40_839.jpg, C:\Users\hp\Desktop\projects_git\self_driving_car\data\IMG\right_2021_01_01_22_58_40_839.jpg, 0, 1, 0, 2.468154
C:\Users\hp\Desktop\projects_git\self_driving_car\data\IMG\center_2021_01_01_22_58_40_946.jpg, C:\Users\hp\Desktop\projects_git\self_driving_car\data\IMG\left_2021_01_01_22_58_40_946.jpg, C:\Users\hp\Desktop\projects_git\self_driving_car\data\IMG\right_2021_01_01_22_58_40_946.jpg, 0, 1, 0, 3.641429
C:\Users\hp\Desktop\projects_git\self_driving_car\data\IMG\center_2021_01_01_22_58_41_053.jpg, C:\Users\hp\Desktop\projects_git\self_driving_car\data\IMG\left_2021_01_01_22_58_41_053.jpg, C:\Users\hp\Desktop\projects_git\self_driving_car\data\IMG\right_2021_01_01_22_58_41_053.jpg, 0, 1, 0, 4.812529
C:\Users\hp\Desktop\projects_git\self_driving_car\data\IMG\center_2021_01_01_22_58_41_159.jpg, C:\Users\hp\Desktop\projects_git\self_driving_car\data\IMG\left_2021_01_01_22_58_41_159.jpg, C:\Users\hp\Desktop\projects_git\self_driving_car\data\IMG\right_2021_01_01_22_58_41_159.jpg, 0, 1, 0, 6.200543
C:\Users\hp\Desktop\projects_git\self_driving_car\data\IMG\center_2021_01_01_22_58_41_266.jpg, C:\Users\hp\Desktop\projects_git\self_driving_car\data\IMG\left_2021_01_01_22_58_41_266.jpg, C:\Users\hp\Desktop\projects_git\self_driving_car\data\IMG\right_2021_01_01_22_58_41_266.jpg, 0, 1, 0, 7.34496
C:\Users\hp\Desktop\projects_git\self_driving_car\data\IMG\center_2021_01_01_22_58_41_373.jpg, C:\Users\hp\Desktop\projects_git\self_driving_car\data\IMG\left_2021_01_01_22_58_41_373.jpg, C:\Users\hp\Desktop\projects_git\self_driving_car\data\IMG\right_2021_01_01_22_58_41_373.jpg, 0, 1, 0, 8.478271
C:\Users\hp\Desktop\projects_git\self_driving_car\data\IMG\center_2021_01_01_22_58_41_477.jpg, C:\Users\hp\Desktop\projects_git\self_driving_car\data\IMG\left_2021_01_01_22_58_41_477.jpg, C:\Users\hp\Desktop\projects_git\self_driving_car\data\IMG\right_2021_01_01_22_58_41_477.jpg, 0, 1, 0, 9.823669
C:\Users\hp\Desktop\projects_git\self_driving_car\data\IMG\center_2021_01_01_22_58_41_576.jpg, C:\Users\hp\Desktop\projects_git\self_driving_car\data\IMG\left_2021_01_01_22_58_41_576.jpg, C:\Users\hp\Desktop\projects_git\self_driving_car\data\IMG\right_2021_01_01_22_58_41_576.jpg, 0, 1, 0, 10.93272
C:\Users\hp\Desktop\projects_git\self_driving_car\data\IMG\center_2021_01_01_22_58_41_680.jpg, C:\Users\hp\Desktop\projects_git\self_driving_car\data\IMG\left_2021_01_01_22_58_41_680.jpg, C:\Users\hp\Desktop\projects_git\self_driving_car\data\IMG\right_2021_01_01_22_58_41_680.jpg, 0, 1, 0, 12.16152
C:\Users\hp\Desktop\projects_git\self_driving_car\data\IMG\center_2021_01_01_22_58_41_789.jpg, C:\Users\hp\Desktop\projects_git\self_driving_car\data\IMG\left_2021_01_01_22_58_41_789.jpg, C:\Users\hp\Desktop\projects_git\self_driving_car\data\IMG\right_2021_01_01_22_58_41_789.jpg, 0, 1, 0, 13.14536
C:\Users\hp\Desktop\projects_git\self_driving_car\data\IMG\center_2021_01_01_22_58_41_891.jpg, C:\Users\hp\Desktop\projects_git\self_driving_car\data\IMG\left_2021_01_01_22_58_41_891.jpg, C:\Users\hp\Desktop\projects_git\self_driving_car\data\IMG\right_2021_01_01_22_58_41_891.jpg, 0, 1, 0, 14.27614
C:\Users\hp\Desktop\projects_git\self_driving_car\data\IMG\center_2021_01_01_22_58_41_997.jpg, C:\Users\hp\Desktop\projects_git\self_driving_car\data\IMG\left_2021_01_01_22_58_41_997.jpg, C:\Users\hp\Desktop\projects_git\self_driving_car\data\IMG\right_2021_01_01_22_58_41_997.jpg, 0, 1, 0, 15.50766
C:\Users\hp\Desktop\projects_git\self_driving_car\data\IMG\center_2021_01_01_22_58_42_107.jpg, C:\Users\hp\Desktop\projects_git\self_driving_car\data\IMG\left_2021_01_01_22_58_42_107.jpg, C:\Users\hp\Desktop\projects_git\self_driving_car\data\IMG\right_2021_01_01_22_58_42_107.jpg, 0, 1, 0, 16.49161
C:\Users\hp\Desktop\projects_git\self_driving_car\data\IMG\center_2021_01_01_22_58_42_208.jpg, C:\Users\hp\Desktop\projects_git\self_driving_car\data\IMG\left_2021_01_01_22_58_42_208.jpg, C:\Users\hp\Desktop\projects_git\self_driving_car\data\IMG\right_2021_01_01_22_58_42_208.jpg, 0, 1, 0, 17.5804
C:\Users\hp\Desktop\projects_git\self_driving_car\data\IMG\center_2021_01_01_22_58_42_312.jpg, C:\Users\hp\Desktop\projects_git\self_driving_car\data\IMG\left_2021_01_01_22_58_42_312.jpg, C:\Users\hp\Desktop\projects_git\self_driving_car\data\IMG\right_2021_01_01_22_58_42_312.jpg, 0, 1, 0, 18.60151
C:\Users\hp\Desktop\projects_git\self_driving_car\data\IMG\center_2021_01_01_22_58_42_412.jpg, C:\Users\hp\Desktop\projects_git\self_driving_car\data\IMG\left_2021_01_01_22_58_42_412.jpg, C:\Users\hp\Desktop\projects_git\self_driving_car\data\IMG\right_2021_01_01_22_58_42_412.jpg, 0, 1, 0, 19.62876
C:\Users\hp\Desktop\projects_git\self_driving_car\data\IMG\center_2021_01_01_22_58_42_513.jpg, C:\Users\hp\Desktop\projects_git\self_driving_car\data\IMG\left_2021_01_01_22_58_42_513.jpg, C:\Users\hp\Desktop\projects_git\self_driving_car\data\IMG\right_2021_01_01_22_58_42_513.jpg, 0, 1, 0, 20.64344
C:\Users\hp\Desktop\projects_git\self_driving_car\data\IMG\center_2021_01_01_22_58_42_617.jpg, C:\Users\hp\Desktop\projects_git\self_driving_car\data\IMG\left_2021_01_01_22_58_42_617.jpg, C:\Users\hp\Desktop\projects_git\self_driving_car\data\IMG\right_2021_01_01_22_58_42_617.jpg, 0, 1, 0, 21.84509
C:\Users\hp\Desktop\projects_git\self_driving_car\data\IMG\center_2021_01_01_22_58_42_721.jpg, C:\Users\hp\Desktop\projects_git\self_driving_car\data\IMG\left_2021_01_01_22_58_42_721.jpg, C:\Users\hp\Desktop\projects_git\self_driving_car\data\IMG\right_2021_01_01_22_58_42_721.jpg, 0, 1, 0, 22.87105
C:\Users\hp\Desktop\projects_git\self_driving_car\data\IMG\center_2021_01_01_22_58_42_829.jpg, C:\Users\hp\Desktop\projects_git\self_driving_car\data\IMG\left_2021_01_01_22_58_42_829.jpg, C:\Users\hp\Desktop\projects_git\self_driving_car\data\IMG\right_2021_01_01_22_58_42_829.jpg, 0, 1, 0, 23.79263
C:\Users\hp\Desktop\projects_git\self_driving_car\data\IMG\center_2021_01_01_22_58_42_955.jpg, C:\Users\hp\Desktop\projects_git\self_driving_car\data\IMG\left_2021_01_01_22_58_42_955.jpg, C:\Users\hp\Desktop\projects_git\self_driving_car\data\IMG\right_2021_01_01_22_58_42_955.jpg, 0, 1, 0, 24.86053
C:\Users\hp\Desktop\projects_git\self_driving_car\data\IMG\center_2021_01_01_22_58_43_061.jpg, C:\Users\hp\Desktop\projects_git\self_driving_car\data\IMG\left_2021_01_01_22_58_43_061.jpg, C:\Users\hp\Desktop\projects_git\self_driving_car\data\IMG\right_2021_01_01_22_58_43_061.jpg, 0, 1, 0, 26.10816
C:\Users\hp\Desktop\projects_git\self_driving_car\data\IMG\center_2021_01_01_22_58_43_166.jpg, C:\Users\hp\Desktop\projects_git\self_driving_car\data\IMG\left_2021_01_01_22_58_43_166.jpg, C:\Users\hp\Desktop\projects_git\self_driving_car\data\IMG\right_2021_01_01_22_58_43_166.jpg, 0, 1, 0, 27.05351
C:\Users\hp\Desktop\projects_git\self_driving_car\data\IMG\center_2021_01_01_22_58_43_267.jpg, C:\Users\hp\Desktop\projects_git\self_driving_car\data\IMG\left_2021_01_01_22_58_43_267.jpg, C:\Users\hp\Desktop\projects_git\self_driving_car\data\IMG\right_2021_01_01_22_58_43_267.jpg, 0, 1, 0, 27.98669
